woj,pow,rok,keso,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci
lubelskie,łukowski,2015,300611032000,18,318.0,363.0,739.0,493.0,52.0,194.0
lubelskie,łęczyński,2015,300610012000,23,103.0,197.0,335.0,246.0,41.0,48.0
lubelskie,świdnicki,2015,300617022000,55,148.0,164.0,340.0,215.0,26.0,99.0
lubuskie,gorzowski,2015,300801022000,26,68.0,106.0,305.0,130.0,93.0,82.0
lubuskie,krośnieński,2015,300802022000,15,93.0,124.0,214.0,81.0,76.0,57.0
lubuskie,m. Gorzów Wielkopolski,2015,250861011000,45,227.0,209.0,728.0,540.0,55.0,133.0
lubuskie,m. Zielona Góra,2015,250862011000,49,190.0,318.0,902.0,527.0,50.0,325.0
lubuskie,międzyrzecki,2015,300803012000,25,56.0,97.0,458.0,149.0,158.0,151.0
lubuskie,nowosolski,2015,300804023000,54,246.0,284.0,268.0,220.0,31.0,17.0
lubuskie,strzelecko-drezdenecki,2015,300806013000,21,69.0,92.0,212.0,125.0,25.0,62.0
lubuskie,sulęciński,2015,300807012000,33,25.0,80.0,27.0,21.0,3.0,3.0
lubuskie,słubicki,2015,300805013000,16,96.0,94.0,175.0,99.0,37.0,39.0
lubuskie,wschowski,2015,300812013000,41,87.0,165.0,436.0,224.0,139.0,73.0
lubuskie,zielonogórski,2015,300809013000,25,151.0,124.0,360.0,186.0,93.0,81.0
lubuskie,świebodziński,2015,300808012000,14,118.0,149.0,448.0,154.0,152.0,142.0
lubuskie,żagański,2015,300810032000,24,166.0,229.0,283.0,227.0,33.0,23.0
lubuskie,żarski,2015,300811032000,25,183.0,288.0,1044.0,555.0,434.0,55.0
mazowieckie,białobrzeski,2015,301401013000,1,54.0,73.0,100.0,53.0,15.0,32.0
mazowieckie,ciechanowski,2015,201402000000,19,143.0,156.0,389.0,287.0,41.0,61.0
mazowieckie,garwoliński,2015,301403032000,19,435.0,405.0,1091.0,644.0,92.0,355.0
mazowieckie,gostyniński,2015,301404011000,9,86.0,77.0,141.0,96.0,32.0,13.0
mazowieckie,grodziski,2015,301405032000,22,108.0,136.0,363.0,211.0,49.0,103.0
mazowieckie,grójecki,2015,301406012000,13,186.0,232.0,409.0,326.0,34.0,49.0
mazowieckie,kozienicki,2015,301407032000,9,71.0,132.0,191.0,157.0,16.0,18.0
mazowieckie,legionowski,2015,301408022000,108,154.0,168.0,481.0,363.0,60.0,58.0
mazowieckie,lipski,2015,301409012000,1,64.0,73.0,139.0,101.0,37.0,1.0
mazowieckie,m. Ostrołęka,2015,251461011000,22,103.0,98.0,427.0,361.0,19.0,47.0
mazowieckie,m. Płock,2015,251462011000,50,249.0,246.0,438.0,384.0,34.0,20.0
mazowieckie,m. Radom,2015,251463011000,51,472.0,521.0,4323.0,2679.0,515.0,1129.0
mazowieckie,m. Siedlce,2015,251464011000,9,53.0,84.0,418.0,384.0,21.0,13.0
mazowieckie,m. st. Warszawa,2015,251465011000,592,844.0,2015.0,8593.0,6134.0,1008.0,1451.0
mazowieckie,makowski,2015,301411022000,1,68.0,71.0,87.0,79.0,2.0,6.0
mazowieckie,miński,2015,301412042000,51,151.0,271.0,456.0,307.0,101.0,48.0
mazowieckie,mławski,2015,301413022000,7,117.0,143.0,546.0,388.0,36.0,122.0
mazowieckie,nowodworski,2015,301414022000,20,76.0,99.0,133.0,101.0,10.0,22.0
mazowieckie,ostrowski,2015,301416022000,5,125.0,155.0,212.0,156.0,19.0,37.0
mazowieckie,ostrołęcki,2015,301415012000,30,177.0,200.0,317.0,273.0,34.0,10.0
mazowieckie,otwocki,2015,301417032000,29,171.0,238.0,351.0,237.0,43.0,71.0
mazowieckie,piaseczyński,2015,301418013000,50,147.0,201.0,1469.0,483.0,294.0,692.0
mazowieckie,pruszkowski,2015,301421033000,35,146.0,179.0,478.0,401.0,63.0,14.0
mazowieckie,przasnyski,2015,301422023000,11,121.0,131.0,453.0,305.0,20.0,128.0
mazowieckie,przysuski,2015,301423012000,3,48.0,74.0,165.0,104.0,47.0,14.0
mazowieckie,pułtuski,2015,301424012000,4,61.0,78.0,608.0,529.0,14.0,65.0
mazowieckie,płocki,2015,301419132000,42,161.0,158.0,324.0,206.0,44.0,74.0
mazowieckie,płoński,2015,301420032000,15,133.0,179.0,391.0,309.0,25.0,57.0
mazowieckie,radomski,2015,301425022000,38,184.0,273.0,533.0,384.0,71.0,78.0
mazowieckie,siedlecki,2015,301426012000,20,129.0,178.0,453.0,281.0,82.0,90.0
mazowieckie,sierpecki,2015,301427022000,5,119.0,124.0,218.0,158.0,53.0,7.0
mazowieckie,sochaczewski,2015,301428022000,34,120.0,170.0,307.0,213.0,44.0,50.0
mazowieckie,sokołowski,2015,301429022000,11,71.0,115.0,258.0,164.0,32.0,62.0
mazowieckie,szydłowiecki,2015,301430012000,15,34.0,66.0,145.0,104.0,27.0,14.0
mazowieckie,warszawski zachodni,2015,301432013000,35,102.0,138.0,398.0,242.0,35.0,121.0
mazowieckie,wołomiński,2015,301434052000,78,180.0,274.0,532.0,266.0,103.0,163.0
mazowieckie,wyszkowski,2015,301435012000,25,89.0,110.0,262.0,226.0,25.0,11.0
mazowieckie,węgrowski,2015,301433022000,17,220.0,265.0,513.0,370.0,82.0,61.0
mazowieckie,zwoleński,2015,301436012000,28,47.0,63.0,242.0,130.0,82.0,30.0
mazowieckie,łosicki,2015,301410012000,15,83.0,65.0,131.0,97.0,10.0,24.0
mazowieckie,żuromiński,2015,301437013000,1,32.0,45.0,99.0,92.0,5.0,2.0
mazowieckie,żyrardowski,2015,301438023000,8,71.0,104.0,199.0,168.0,22.0,9.0
małopolskie,bocheński,2015,201201000000,40,135.0,162.0,399.0,291.0,18.0,90.0
małopolskie,brzeski,2015,301202012000,15,169.0,180.0,489.0,251.0,157.0,81.0
małopolskie,chrzanowski,2015,301203013000,45,276.0,300.0,973.0,433.0,322.0,218.0
małopolskie,dąbrowski,2015,301204012000,10,68.0,77.0,105.0,80.0,12.0,13.0
małopolskie,gorlicki,2015,301205023000,19,176.0,207.0,461.0,254.0,111.0,96.0
małopolskie,krakowski,2015,301206012000,115,510.0,506.0,1889.0,1030.0,519.0,340.0
małopolskie,limanowski,2015,301207032000,38,236.0,238.0,953.0,489.0,209.0,255.0
małopolskie,m. Kraków,2015,251261011000,194,902.0,896.0,2213.0,1792.0,214.0,207.0
małopolskie,m. Nowy Sącz,2015,251262011000,5,21.0,115.0,453.0,395.0,31.0,27.0
małopolskie,m. Tarnów,2015,251263011000,31,213.0,213.0,765.0,584.0,92.0,89.0
małopolskie,miechowski,2015,301208012000,14,89.0,79.0,260.0,209.0,15.0,36.0
małopolskie,myślenicki,2015,301209013000,45,208.0,201.0,510.0,273.0,85.0,152.0
małopolskie,nowosądecki,2015,301210022000,26,247.0,296.0,762.0,485.0,134.0,143.0
małopolskie,nowotarski,2015,301211032000,34,294.0,301.0,935.0,349.0,319.0,267.0
małopolskie,olkuski,2015,301212032000,23,131.0,162.0,438.0,236.0,110.0,92.0
małopolskie,oświęcimski,2015,301213023000,103,167.0,205.0,538.0,269.0,124.0,145.0
małopolskie,proszowicki,2015,301214012000,11,37.0,39.0,88.0,56.0,24.0,8.0
małopolskie,suski,2015,301215032000,30,191.0,173.0,345.0,198.0,57.0,90.0
małopolskie,tarnowski,2015,301216112000,30,289.0,279.0,929.0,453.0,270.0,206.0
małopolskie,tatrzański,2015,301217022000,12,55.0,59.0,346.0,126.0,122.0,98.0
małopolskie,wadowicki,2015,301218013000,78,251.0,262.0,1106.0,579.0,203.0,324.0
małopolskie,wielicki,2015,301219012000,27,139.0,148.0,906.0,770.0,24.0,112.0
opolskie,brzeski,2015,301601011000,28,136.0,196.0,568.0,319.0,158.0,91.0
opolskie,głubczycki,2015,301602013000,16,143.0,132.0,313.0,176.0,79.0,58.0
opolskie,kluczborski,2015,301604013000,30,87.0,102.0,168.0,111.0,8.0,49.0
opolskie,krapkowicki,2015,301605013000,38,130.0,136.0,264.0,173.0,31.0,60.0
opolskie,kędzierzyńsko-kozielski,2015,301603022000,30,232.0,154.0,303.0,236.0,16.0,51.0
opolskie,m. Opole,2015,251661011000,70,266.0,272.0,630.0,430.0,74.0,126.0
opolskie,namysłowski,2015,301606012000,6,46.0,104.0,159.0,117.0,25.0,17.0
opolskie,nyski,2015,301607013000,47,309.0,514.0,1066.0,619.0,158.0,289.0
opolskie,oleski,2015,301608013000,8,85.0,96.0,295.0,166.0,37.0,92.0
opolskie,opolski,2015,301609012000,40,231.0,214.0,536.0,291.0,84.0,161.0
opolskie,prudnicki,2015,301610013000,19,88.0,82.0,341.0,115.0,105.0,121.0
opolskie,strzelecki,2015,301611012000,13,111.0,125.0,358.0,262.0,38.0,58.0
podkarpackie,bieszczadzki,2015,201801000000,12,39.0,4.0,2.0,1.0,0.0,1.0
podkarpackie,brzozowski,2015,201802000000,54,75.0,77.0,187.0,107.0,26.0,54.0
podkarpackie,dębicki,2015,301803023000,43,216.0,221.0,465.0,232.0,54.0,179.0
podkarpackie,jarosławski,2015,301804032000,20,147.0,169.0,205.0,119.0,4.0,82.0
podkarpackie,jasielski,2015,301805022000,50,344.0,266.0,384.0,243.0,44.0,97.0
podkarpackie,kolbuszowski,2015,301806012000,18,132.0,120.0,313.0,162.0,43.0,108.0
podkarpackie,krośnieński,2015,301807012000,19,363.0,345.0,309.0,142.0,65.0,102.0
podkarpackie,leski,2015,301821012000,11,52.0,67.0,117.0,58.0,14.0,45.0
podkarpackie,leżajski,2015,301808022000,10,125.0,125.0,188.0,136.0,23.0,29.0
podkarpackie,lubaczowski,2015,301809023000,15,55.0,55.0,120.0,69.0,15.0,36.0
podkarpackie,m. Krosno,2015,251861011000,15,111.0,212.0,464.0,354.0,78.0,32.0
podkarpackie,m. Przemyśl,2015,251862011000,11,103.0,12.0,122.0,83.0,30.0,9.0
podkarpackie,m. Rzeszów,2015,251863011000,81,256.0,305.0,164.0,131.0,15.0,18.0
podkarpackie,m. Tarnobrzeg,2015,251864011000,9,121.0,99.0,463.0,244.0,106.0,113.0
podkarpackie,mielecki,2015,301811022000,44,279.0,267.0,856.0,496.0,155.0,205.0
podkarpackie,niżański,2015,301812012000,8,148.0,96.0,313.0,133.0,14.0,166.0
podkarpackie,przemyski,2015,301813012000,31,64.0,80.0,182.0,95.0,21.0,66.0
podkarpackie,przeworski,2015,301814022000,40,171.0,117.0,281.0,162.0,57.0,62.0
podkarpackie,ropczycko-sędziszowski,2015,301815012000,21,132.0,174.0,274.0,168.0,26.0,80.0
podkarpackie,rzeszowski,2015,301816023000,97,249.0,246.0,649.0,360.0,153.0,136.0
podkarpackie,sanocki,2015,301817022000,29,167.0,266.0,394.0,247.0,69.0,78.0
podkarpackie,stalowowolski,2015,301818022000,44,126.0,158.0,119.0,73.0,17.0,29.0
podkarpackie,strzyżowski,2015,301819012000,40,184.0,173.0,165.0,126.0,33.0,6.0
podkarpackie,tarnobrzeski,2015,301820013000,43,127.0,124.0,268.0,141.0,43.0,84.0
podkarpackie,łańcucki,2015,301810022000,22,108.0,110.0,28.0,21.0,1.0,6.0
podlaskie,augustowski,2015,202001000000,29,141.0,148.0,291.0,182.0,56.0,53.0
podlaskie,białostocki,2015,202002000000,69,314.0,367.0,934.0,490.0,288.0,156.0
podlaskie,bielski,2015,302003011000,14,120.0,111.0,402.0,182.0,149.0,71.0
podlaskie,grajewski,2015,302004011000,4,231.0,223.0,527.0,283.0,139.0,105.0
podlaskie,hajnowski,2015,302005022000,7,141.0,147.0,258.0,148.0,79.0,31.0
podlaskie,kolneński,2015,302006022000,21,119.0,106.0,288.0,123.0,85.0,80.0
podlaskie,m. Białystok,2015,252061011000,93,565.0,645.0,1338.0,1149.0,152.0,37.0
podlaskie,m. Suwałki,2015,252063011000,17,139.0,199.0,170.0,122.0,32.0,16.0
podlaskie,m. Łomża,2015,252062011000,16,45.0,177.0,169.0,121.0,5.0,43.0
podlaskie,moniecki,2015,302008013000,10,112.0,112.0,285.0,131.0,83.0,71.0
podlaskie,sejneński,2015,302009022000,0,56.0,64.0,237.0,91.0,85.0,61.0
podlaskie,siemiatycki,2015,302010023000,6,152.0,105.0,462.0,206.0,168.0,88.0
podlaskie,sokólski,2015,302011013000,12,298.0,319.0,605.0,375.0,119.0,111.0
podlaskie,suwalski,2015,302012012000,16,102.0,101.0,488.0,186.0,144.0,158.0
podlaskie,wysokomazowiecki,2015,302013023000,1,135.0,153.0,313.0,180.0,103.0,30.0
podlaskie,zambrowski,2015,302014022000,8,79.0,80.0,257.0,95.0,85.0,77.0
podlaskie,łomżyński,2015,302007013000,4,164.0,159.0,205.0,158.0,36.0,11.0
pomorskie,bytowski,2015,302201012000,25,132.0,167.0,524.0,183.0,134.0,207.0
pomorskie,chojnicki,2015,302202023000,33,240.0,166.0,704.0,419.0,179.0,106.0
pomorskie,człuchowski,2015,302203023000,15,127.0,135.0,363.0,241.0,69.0,53.0
pomorskie,gdański,2015,302204022000,36,140.0,161.0,277.0,184.0,11.0,82.0
pomorskie,kartuski,2015,302205012000,86,160.0,195.0,531.0,249.0,125.0,157.0
pomorskie,kościerski,2015,302206022000,32,94.0,113.0,351.0,169.0,58.0,124.0
pomorskie,kwidzyński,2015,302207022000,42,181.0,245.0,700.0,264.0,231.0,205.0
pomorskie,lęborski,2015,302208032000,29,124.0,123.0,706.0,241.0,244.0,221.0
pomorskie,m. Gdańsk,2015,252261011000,49,392.0,461.0,2814.0,1908.0,638.0,268.0
pomorskie,m. Gdynia,2015,252262011000,43,279.0,334.0,826.0,586.0,84.0,156.0
pomorskie,m. Sopot,2015,252264011000,13,24.0,41.0,195.0,162.0,19.0,14.0
pomorskie,m. Słupsk,2015,252263011000,16,77.0,99.0,418.0,371.0,24.0,23.0
pomorskie,malborski,2015,302209032000,23,109.0,135.0,297.0,153.0,96.0,48.0
pomorskie,nowodworski,2015,302210011000,70,102.0,85.0,309.0,159.0,64.0,86.0
pomorskie,pucki,2015,302211011000,30,111.0,140.0,567.0,234.0,115.0,218.0
pomorskie,starogardzki,2015,302213042000,84,162.0,237.0,1361.0,735.0,313.0,313.0
pomorskie,sztumski,2015,302216013000,33,94.0,125.0,329.0,157.0,74.0,98.0
pomorskie,słupski,2015,302212022000,53,173.0,176.0,655.0,283.0,166.0,206.0
pomorskie,tczewski,2015,302214023000,41,209.0,254.0,971.0,369.0,259.0,343.0
pomorskie,wejherowski,2015,302215042000,139,413.0,359.0,1778.0,818.0,305.0,655.0
warmińsko-mazurskie,bartoszycki,2015,302801011000,12,214.0,209.0,486.0,296.0,68.0,122.0
warmińsko-mazurskie,braniewski,2015,302802011000,21,160.0,167.0,419.0,204.0,95.0,120.0
warmińsko-mazurskie,działdowski,2015,302803011000,13,318.0,251.0,906.0,385.0,156.0,365.0
warmińsko-mazurskie,elbląski,2015,302804012000,31,232.0,237.0,654.0,318.0,87.0,249.0
warmińsko-mazurskie,ełcki,2015,202805000000,25,553.0,469.0,1513.0,753.0,295.0,465.0
warmińsko-mazurskie,giżycki,2015,202806000000,7,125.0,147.0,551.0,210.0,138.0,203.0
warmińsko-mazurskie,gołdapski,2015,302818012000,21,151.0,175.0,473.0,162.0,40.0,271.0
warmińsko-mazurskie,iławski,2015,302807011000,13,269.0,311.0,1117.0,425.0,334.0,358.0
warmińsko-mazurskie,kętrzyński,2015,302808022000,21,248.0,236.0,836.0,374.0,243.0,219.0
warmińsko-mazurskie,lidzbarski,2015,302809022000,13,103.0,105.0,571.0,202.0,212.0,157.0
warmińsko-mazurskie,m. Elbląg,2015,252861011000,43,519.0,409.0,1887.0,916.0,321.0,650.0
warmińsko-mazurskie,m. Olsztyn,2015,252862011000,16,273.0,891.0,1092.0,584.0,495.0,13.0
warmińsko-mazurskie,mrągowski,2015,302810023000,10,95.0,92.0,337.0,135.0,109.0,93.0
warmińsko-mazurskie,nidzicki,2015,302811012000,13,138.0,95.0,388.0,155.0,124.0,109.0
warmińsko-mazurskie,nowomiejski,2015,302812022000,12,249.0,295.0,669.0,355.0,208.0,106.0
warmińsko-mazurskie,olecki,2015,302813032000,8,120.0,120.0,349.0,260.0,52.0,37.0
warmińsko-mazurskie,olsztyński,2015,302814013000,42,354.0,433.0,885.0,548.0,198.0,139.0
warmińsko-mazurskie,ostródzki,2015,302815022000,44,227.0,255.0,905.0,399.0,62.0,444.0
warmińsko-mazurskie,piski,2015,302816013000,4,252.0,254.0,505.0,262.0,49.0,194.0
warmińsko-mazurskie,szczycieński,2015,302817022000,16,266.0,239.0,625.0,293.0,91.0,241.0
warmińsko-mazurskie,węgorzewski,2015,302819012000,2,66.0,62.0,152.0,70.0,14.0,68.0
wielkopolskie,chodzieski,2015,303001022000,6,61.0,83.0,132.0,88.0,3.0,41.0
wielkopolskie,czarnkowsko-trzcianecki,2015,203002000000,20,136.0,140.0,335.0,133.0,95.0,107.0
wielkopolskie,gnieźnieński,2015,303003023000,11,28.0,68.0,99.0,36.0,20.0,43.0
wielkopolskie,gostyński,2015,303004013000,16,54.0,26.0,134.0,54.0,26.0,54.0
wielkopolskie,grodziski,2015,303005012000,21,50.0,49.0,138.0,68.0,28.0,42.0
wielkopolskie,jarociński,2015,303006012000,14,70.0,83.0,109.0,94.0,9.0,6.0
wielkopolskie,kaliski,2015,303007012000,11,54.0,43.0,150.0,72.0,44.0,34.0
wielkopolskie,kolski,2015,303009022000,15,98.0,80.0,289.0,132.0,90.0,67.0
wielkopolskie,koniński,2015,303010013000,8,94.0,97.0,501.0,171.0,154.0,176.0
wielkopolskie,kościański,2015,303011023000,92,142.0,163.0,246.0,175.0,53.0,18.0
wielkopolskie,krotoszyński,2015,303012023000,20,61.0,92.0,73.0,35.0,23.0,15.0
wielkopolskie,kępiński,2015,303008012000,26,52.0,57.0,271.0,121.0,36.0,114.0
wielkopolskie,leszczyński,2015,303013012000,48,69.0,82.0,196.0,75.0,48.0,73.0
wielkopolskie,m. Kalisz,2015,253061011000,18,53.0,120.0,280.0,216.0,14.0,50.0
wielkopolskie,m. Konin,2015,253062011000,8,40.0,111.0,303.0,265.0,27.0,11.0
wielkopolskie,m. Leszno,2015,253063011000,11,58.0,90.0,230.0,120.0,23.0,87.0
wielkopolskie,m. Poznań,2015,253064011000,137,209.0,754.0,528.0,326.0,98.0,104.0
wielkopolskie,międzychodzki,2015,303014012000,6,46.0,34.0,127.0,60.0,29.0,38.0
wielkopolskie,nowotomyski,2015,303015012000,8,36.0,38.0,110.0,74.0,22.0,14.0
wielkopolskie,obornicki,2015,203016000000,34,89.0,102.0,262.0,172.0,28.0,62.0
wielkopolskie,ostrowski,2015,303017023000,26,154.0,151.0,220.0,118.0,54.0,48.0
wielkopolskie,ostrzeszowski,2015,303018012000,17,46.0,44.0,157.0,72.0,41.0,44.0
wielkopolskie,pilski,2015,303019022000,75,158.0,185.0,568.0,216.0,172.0,180.0
wielkopolskie,pleszewski,2015,303020012000,58,48.0,93.0,156.0,59.0,37.0,60.0
wielkopolskie,poznański,2015,303021033000,221,450.0,549.0,1093.0,550.0,198.0,345.0
wielkopolskie,rawicki,2015,303022013000,5,76.0,97.0,31.0,10.0,9.0,12.0
wielkopolskie,szamotulski,2015,303024022000,66,100.0,66.0,417.0,164.0,118.0,135.0
wielkopolskie,słupecki,2015,303023022000,15,86.0,99.0,176.0,127.0,30.0,19.0
wielkopolskie,turecki,2015,303027022000,16,90.0,162.0,106.0,50.0,34.0,22.0
wielkopolskie,wolsztyński,2015,303029012000,7,53.0,52.0,145.0,91.0,37.0,17.0
wielkopolskie,wrzesiński,2015,303030012000,17,70.0,86.0,480.0,154.0,168.0,158.0
wielkopolskie,wągrowiecki,2015,303028022000,47,51.0,97.0,318.0,166.0,35.0,117.0
wielkopolskie,złotowski,2015,303031023000,10,126.0,83.0,181.0,103.0,54.0,24.0
wielkopolskie,średzki,2015,303025012000,103,130.0,124.0,286.0,184.0,40.0,62.0
wielkopolskie,śremski,2015,303026012000,13,52.0,57.0,292.0,123.0,26.0,143.0
zachodniopomorskie,białogardzki,2015,303201011000,19,70.0,99.0,320.0,224.0,48.0,48.0
zachodniopomorskie,choszczeński,2015,303202012000,16,61.0,75.0,189.0,106.0,46.0,37.0
zachodniopomorskie,drawski,2015,303203013000,53,158.0,127.0,360.0,145.0,11.0,204.0
zachodniopomorskie,goleniowski,2015,203204000000,29,116.0,161.0,308.0,240.0,21.0,47.0
zachodniopomorskie,gryficki,2015,303205012000,38,158.0,179.0,270.0,176.0,24.0,70.0
zachodniopomorskie,gryfiński,2015,303206012000,33,131.0,152.0,422.0,221.0,107.0,94.0
zachodniopomorskie,kamieński,2015,303207013000,23,78.0,88.0,257.0,92.0,75.0,90.0
zachodniopomorskie,koszaliński,2015,303209012000,21,56.0,35.0,289.0,116.0,77.0,96.0
zachodniopomorskie,kołobrzeski,2015,303208022000,47,125.0,143.0,264.0,148.0,47.0,69.0
zachodniopomorskie,m. Koszalin,2015,253261011000,18,45.0,78.0,282.0,105.0,77.0,100.0
zachodniopomorskie,m. Szczecin,2015,253262011000,89,1103.0,1107.0,634.0,480.0,73.0,81.0
zachodniopomorskie,m. Świnoujście,2015,253263011000,7,39.0,59.0,89.0,83.0,5.0,1.0
zachodniopomorskie,myśliborski,2015,303210013000,22,74.0,71.0,99.0,44.0,30.0,25.0
zachodniopomorskie,policki,2015,303211012000,19,96.0,103.0,349.0,200.0,64.0,85.0
zachodniopomorskie,pyrzycki,2015,303212012000,8,55.0,70.0,88.0,66.0,17.0,5.0
zachodniopomorskie,stargardzki,2015,303214023000,58,235.0,281.0,473.0,295.0,52.0,126.0
zachodniopomorskie,szczecinecki,2015,303215023000,21,84.0,91.0,277.0,101.0,93.0,83.0
zachodniopomorskie,sławieński,2015,303213011000,16,76.0,72.0,118.0,69.0,20.0,29.0
zachodniopomorskie,wałecki,2015,303217023000,14,108.0,128.0,361.0,184.0,103.0,74.0
zachodniopomorskie,łobeski,2015,303218013000,8,90.0,124.0,227.0,119.0,59.0,49.0
zachodniopomorskie,świdwiński,2015,303216022000,92,139.0,190.0,650.0,260.0,179.0,211.0
łódzkie,bełchatowski,2015,201001000000,21,144.0,152.0,350.0,242.0,46.0,62.0
łódzkie,brzeziński,2015,301021011000,3,33.0,34.0,108.0,51.0,34.0,23.0
łódzkie,kutnowski,2015,301002022000,51,259.0,248.0,653.0,380.0,63.0,210.0
łódzkie,m. Piotrków Trybunalski,2015,251062011000,34,162.0,205.0,28.0,28.0,0.0,0.0
łódzkie,m. Skierniewice,2015,251063011000,76,59.0,76.0,188.0,184.0,0.0,4.0
łódzkie,m. Łódź,2015,251061011000,110,525.0,1380.0,1642.0,1226.0,155.0,261.0
łódzkie,opoczyński,2015,301007012000,26,150.0,188.0,59.0,46.0,13.0,0.0
łódzkie,pabianicki,2015,301008032000,61,159.0,241.0,339.0,279.0,38.0,22.0
łódzkie,pajęczański,2015,301009013000,8,74.0,82.0,89.0,53.0,17.0,19.0
łódzkie,piotrkowski,2015,301010012000,40,214.0,210.0,495.0,260.0,91.0,144.0
łódzkie,poddębicki,2015,301011012000,7,47.0,48.0,67.0,30.0,22.0,15.0
łódzkie,radomszczański,2015,301012022000,44,200.0,199.0,569.0,337.0,55.0,177.0
łódzkie,rawski,2015,301013023000,4,68.0,76.0,225.0,157.0,41.0,27.0
łódzkie,sieradzki,2015,301014023000,140,136.0,217.0,531.0,285.0,122.0,124.0
łódzkie,skierniewicki,2015,301015012000,5,54.0,78.0,83.0,68.0,7.0,8.0
łódzkie,tomaszowski,2015,301016022000,18,240.0,255.0,330.0,246.0,38.0,46.0
łódzkie,wieluński,2015,301017012000,8,100.0,130.0,340.0,193.0,92.0,55.0
łódzkie,wieruszowski,2015,301018012000,30,69.0,82.0,47.0,44.0,1.0,2.0
łódzkie,zduńskowolski,2015,301019023000,9,143.0,119.0,451.0,157.0,111.0,183.0
łódzkie,zgierski,2015,301020043000,53,228.0,286.0,374.0,226.0,70.0,78.0
łódzkie,łaski,2015,301003012000,18,25.0,39.0,106.0,64.0,31.0,11.0
łódzkie,łowicki,2015,301005022000,12,108.0,118.0,177.0,109.0,35.0,33.0
łódzkie,łódzki wschodni,2015,301006022000,15,107.0,141.0,222.0,209.0,8.0,5.0
łódzkie,łęczycki,2015,301004022000,19,62.0,65.0,247.0,94.0,74.0,79.0
śląskie,bielski,2015,302402022000,48,251.0,272.0,1032.0,570.0,178.0,284.0
śląskie,bieruńsko-lędziński,2015,302414011000,37,77.0,85.0,267.0,124.0,22.0,121.0
śląskie,będziński,2015,302401011000,84,383.0,412.0,3060.0,1971.0,696.0,393.0
śląskie,cieszyński,2015,302403042000,90,304.0,360.0,1654.0,1064.0,189.0,401.0
śląskie,częstochowski,2015,302404013000,62,358.0,343.0,427.0,275.0,76.0,76.0
śląskie,gliwicki,2015,302405032000,33,97.0,106.0,336.0,250.0,31.0,55.0
śląskie,kłobucki,2015,302406013000,18,179.0,190.0,336.0,242.0,37.0,57.0
śląskie,lubliniecki,2015,302407022000,20,96.0,114.0,250.0,174.0,15.0,61.0
śląskie,m. Bielsko-Biała,2015,252461011000,112,238.0,336.0,2089.0,1072.0,269.0,748.0
śląskie,m. Bytom,2015,252462011000,94,193.0,277.0,411.0,322.0,8.0,81.0
śląskie,m. Chorzów,2015,252463011000,41,197.0,227.0,259.0,189.0,26.0,44.0
śląskie,m. Częstochowa,2015,252464011000,18,471.0,783.0,330.0,241.0,46.0,43.0
śląskie,m. Dąbrowa Górnicza,2015,252465011000,83,185.0,179.0,164.0,149.0,15.0,0.0
śląskie,m. Gliwice,2015,252466011000,87,153.0,317.0,175.0,93.0,29.0,53.0
śląskie,m. Jastrzębie-Zdrój,2015,252467011000,30,267.0,203.0,469.0,373.0,8.0,88.0
śląskie,m. Jaworzno,2015,252468011000,23,144.0,153.0,228.0,175.0,32.0,21.0
śląskie,m. Katowice,2015,252469011000,80,236.0,378.0,959.0,884.0,11.0,64.0
śląskie,m. Mysłowice,2015,252470011000,29,170.0,127.0,370.0,130.0,18.0,222.0
śląskie,m. Piekary Śląskie,2015,252471011000,19,87.0,81.0,343.0,159.0,32.0,152.0
śląskie,m. Ruda Śląska,2015,252472011000,101,116.0,185.0,163.0,156.0,4.0,3.0
śląskie,m. Rybnik,2015,252473011000,73,213.0,284.0,620.0,498.0,41.0,81.0
śląskie,m. Siemianowice Śląskie,2015,252474011000,20,20.0,114.0,84.0,72.0,2.0,10.0
śląskie,m. Sosnowiec,2015,252475011000,29,369.0,413.0,265.0,178.0,21.0,66.0
śląskie,m. Tychy,2015,252477011000,29,73.0,314.0,157.0,132.0,5.0,20.0
śląskie,m. Zabrze,2015,252478011000,106,232.0,269.0,150.0,141.0,3.0,6.0
śląskie,m. Świętochłowice,2015,252476011000,33,86.0,101.0,203.0,120.0,10.0,73.0
śląskie,m. Żory,2015,252479011000,37,80.0,150.0,357.0,273.0,30.0,54.0
śląskie,mikołowski,2015,302408011000,71,142.0,190.0,420.0,258.0,41.0,121.0
śląskie,myszkowski,2015,302409023000,6,166.0,135.0,175.0,144.0,8.0,23.0
śląskie,pszczyński,2015,302410012000,36,212.0,237.0,255.0,196.0,13.0,46.0
śląskie,raciborski,2015,302411022000,19,248.0,182.0,330.0,260.0,12.0,58.0
śląskie,rybnicki,2015,302412013000,86,174.0,173.0,207.0,176.0,14.0,17.0
śląskie,tarnogórski,2015,302413011000,47,252.0,309.0,466.0,314.0,32.0,120.0
śląskie,wodzisławski,2015,302415052000,92,341.0,409.0,407.0,307.0,55.0,45.0
śląskie,zawierciański,2015,302416032000,26,233.0,270.0,298.0,239.0,20.0,39.0
śląskie,żywiecki,2015,302417022000,62,428.0,459.0,523.0,399.0,34.0,90.0
